,year,month,month_sin,month_cos,buying_sessions,label,spent_money,spent_money_first_month,spent_money_second_month,buying_events_first_month,buying_events_second_month,all_events_first_month,all_events_second_month
760,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1036.13,0.0,0.0,0.0,0.0,0.0,11.0
772,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
776,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,657.89,99.99,443.9,1.0,0.0,26.0,0.0
780,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,657.89,99.99,443.9,0.0,2.0,0.0,8.0
782,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
793,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1372.0,773.0,599.0,2.0,0.0,22.0,0.0
794,2022,3,1.0,6.123233995736766e-17,3.0,0.0,1372.0,773.0,599.0,0.0,0.0,0.0,0.0
795,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1372.0,773.0,599.0,0.0,1.0,0.0,30.0
797,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
799,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,23.0
800,2022,3,1.0,6.123233995736766e-17,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
807,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,1022.99,40.0,0.0,1.0,0.0,10.0,0.0
808,2022,3,1.0,6.123233995736766e-17,6.0,1.0,1022.99,40.0,0.0,0.0,0.0,0.0,0.0
809,2022,2,0.8660254037844386,0.5000000000000001,6.0,1.0,1022.99,40.0,0.0,0.0,0.0,0.0,7.0
814,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,4.0
815,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2022,3,1.0,6.123233995736766e-17,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0
819,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,758.99,0.0,758.99,0.0,2.0,0.0,6.0
820,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,758.99,0.0,758.99,0.0,0.0,1.0,0.0
824,2022,3,1.0,6.123233995736766e-17,3.0,0.0,758.99,0.0,758.99,0.0,0.0,0.0,0.0
825,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,35.99,0.0,35.99,0.0,0.0,17.0,0.0
827,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,35.99,0.0,35.99,0.0,1.0,0.0,4.0
832,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,554.55,477.55,0.0,0.0,0.0,0.0,0.0
834,2022,3,1.0,6.123233995736766e-17,4.0,0.0,554.55,477.55,0.0,0.0,0.0,0.0,0.0
835,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,554.55,477.55,0.0,2.0,0.0,18.0,0.0
845,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,34.9,34.9,0.0,0.0,0.0,0.0,5.0
846,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,34.9,34.9,0.0,1.0,0.0,10.0,0.0
851,2022,3,1.0,6.123233995736766e-17,2.0,0.0,34.9,34.9,0.0,0.0,0.0,0.0,0.0
853,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,657.09,68.09,589.0,0.0,1.0,0.0,23.0
854,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,657.09,68.09,589.0,1.0,0.0,10.0,0.0
855,2022,3,1.0,6.123233995736766e-17,2.0,0.0,657.09,68.09,589.0,0.0,0.0,0.0,0.0
864,2022,3,1.0,6.123233995736766e-17,3.0,0.0,413.0,136.0,277.0,0.0,0.0,0.0,0.0
865,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,413.0,136.0,277.0,2.0,0.0,7.0,0.0
866,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,413.0,136.0,277.0,0.0,1.0,0.0,9.0
876,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
879,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
899,2022,3,1.0,6.123233995736766e-17,1.0,0.0,99.99,99.99,0.0,0.0,0.0,0.0,0.0
900,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,99.99,99.99,0.0,0.0,0.0,0.0,0.0
902,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,99.99,99.99,0.0,1.0,0.0,2.0,0.0
910,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,58.99,58.99,0.0,0.0,0.0,0.0,11.0
912,2022,3,1.0,6.123233995736766e-17,4.0,0.0,58.99,58.99,0.0,0.0,0.0,0.0,0.0
913,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,58.99,58.99,0.0,1.0,0.0,12.0,0.0
921,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,109.6,0.0,109.6,0.0,2.0,0.0,5.0
923,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,109.6,0.0,109.6,0.0,0.0,0.0,0.0
924,2022,3,1.0,6.123233995736766e-17,2.0,0.0,109.6,0.0,109.6,0.0,0.0,0.0,0.0
929,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,77.0,77.0,0.0,1.0,0.0,11.0,0.0
931,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,11.0
937,2022,3,1.0,6.123233995736766e-17,6.0,1.0,1841.29,983.3,0.0,0.0,0.0,0.0,0.0
938,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,1841.29,983.3,0.0,3.0,0.0,22.0,0.0
940,2022,2,0.8660254037844386,0.5000000000000001,6.0,1.0,1841.29,983.3,0.0,0.0,0.0,0.0,1.0
947,2022,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
956,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,971.0,59.0,0.0,1.0,0.0,20.0,0.0
957,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,971.0,59.0,0.0,0.0,0.0,0.0,5.0
959,2022,3,1.0,6.123233995736766e-17,3.0,1.0,971.0,59.0,0.0,0.0,0.0,0.0,0.0
962,2022,3,1.0,6.123233995736766e-17,2.0,0.0,474.0,299.0,0.0,0.0,0.0,0.0,0.0
963,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,474.0,299.0,0.0,1.0,0.0,9.0,0.0
966,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,474.0,299.0,0.0,0.0,0.0,0.0,2.0
967,2022,3,1.0,6.123233995736766e-17,5.0,0.0,562.38,0.0,179.0,0.0,0.0,0.0,0.0
968,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,562.38,0.0,179.0,0.0,1.0,0.0,18.0
969,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,562.38,0.0,179.0,0.0,0.0,7.0,0.0
972,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,114.99,0.0,45.0,0.0,1.0,0.0,10.0
973,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,114.99,0.0,45.0,0.0,0.0,1.0,0.0
974,2022,3,1.0,6.123233995736766e-17,2.0,0.0,114.99,0.0,45.0,0.0,0.0,0.0,0.0
975,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,188.0,0.0,0.0,0.0,0.0,2.0,0.0
976,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,9.0
977,2022,3,1.0,6.123233995736766e-17,1.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
981,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
988,2022,3,1.0,6.123233995736766e-17,3.0,0.0,312.99,312.99,0.0,0.0,0.0,0.0,0.0
989,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,312.99,312.99,0.0,0.0,0.0,0.0,0.0
991,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,312.99,312.99,0.0,2.0,0.0,21.0,0.0
995,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
1002,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,285.98,77.0,208.98000000000002,1.0,0.0,11.0,0.0
1003,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,285.98,77.0,208.98000000000002,0.0,2.0,0.0,14.0
1006,2022,3,1.0,6.123233995736766e-17,5.0,0.0,285.98,77.0,208.98000000000002,0.0,0.0,0.0,0.0
1008,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1117.05,449.0,573.05,1.0,0.0,10.0,0.0
1010,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1117.05,449.0,573.05,0.0,1.0,0.0,17.0
1012,2022,3,1.0,6.123233995736766e-17,3.0,0.0,1117.05,449.0,573.05,0.0,0.0,0.0,0.0
1020,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
1026,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,449.11,0.0,449.11,0.0,3.0,0.0,16.0
1027,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,449.11,0.0,449.11,0.0,0.0,0.0,0.0
1039,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,155.99,0.0,155.99,0.0,2.0,0.0,11.0
1041,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,155.99,0.0,155.99,0.0,0.0,5.0,0.0
1044,2022,3,1.0,6.123233995736766e-17,2.0,0.0,155.99,0.0,155.99,0.0,0.0,0.0,0.0
1046,2022,3,1.0,6.123233995736766e-17,1.0,0.0,140.99,140.99,0.0,0.0,0.0,0.0,0.0
1047,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,140.99,140.99,0.0,0.0,0.0,0.0,0.0
1053,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,140.99,140.99,0.0,1.0,0.0,6.0,0.0
1055,2022,3,1.0,6.123233995736766e-17,3.0,0.0,1158.12,29.38,1128.74,0.0,0.0,0.0,0.0
1056,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,1158.12,29.38,1128.74,0.0,2.0,0.0,14.0
1063,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,1158.12,29.38,1128.74,1.0,0.0,22.0,0.0
1064,2022,3,1.0,6.123233995736766e-17,2.0,0.0,476.0,399.0,77.0,0.0,0.0,0.0,0.0
1065,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,476.0,399.0,77.0,0.0,1.0,0.0,14.0
1067,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,476.0,399.0,77.0,1.0,0.0,15.0,0.0
1072,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,141.89,29.99,77.0,0.0,1.0,0.0,9.0
1075,2022,3,1.0,6.123233995736766e-17,6.0,0.0,141.89,29.99,77.0,0.0,0.0,0.0,0.0
1079,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,141.89,29.99,77.0,1.0,0.0,19.0,0.0
1080,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,3.0
1085,2022,3,1.0,6.123233995736766e-17,1.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0
1087,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0
1089,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,2022,3,1.0,6.123233995736766e-17,2.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,963.98,0.0,927.99,0.0,0.0,15.0,0.0
1100,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,963.98,0.0,927.99,0.0,2.0,0.0,18.0
1103,2022,3,1.0,6.123233995736766e-17,5.0,0.0,963.98,0.0,927.99,0.0,0.0,0.0,0.0
1107,2022,3,1.0,6.123233995736766e-17,3.0,1.0,1669.0,670.0,0.0,0.0,0.0,0.0,0.0
1108,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,1669.0,670.0,0.0,0.0,0.0,0.0,2.0
1111,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,1669.0,670.0,0.0,1.0,0.0,7.0,0.0
1116,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,338.0,99.0,239.0,0.0,1.0,0.0,20.0
1117,2022,3,1.0,6.123233995736766e-17,2.0,0.0,338.0,99.0,239.0,0.0,0.0,0.0,0.0
1119,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,338.0,99.0,239.0,1.0,0.0,9.0,0.0
1134,2022,3,1.0,6.123233995736766e-17,6.0,0.0,774.97,228.99,486.99,0.0,0.0,0.0,0.0
1135,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,774.97,228.99,486.99,2.0,0.0,10.0,0.0
1140,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,774.97,228.99,486.99,0.0,3.0,0.0,33.0
1142,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,2022,3,1.0,6.123233995736766e-17,1.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,1.0
1149,2022,3,1.0,6.123233995736766e-17,2.0,0.0,768.0,269.0,499.0,0.0,0.0,0.0,0.0
1150,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,768.0,269.0,499.0,1.0,0.0,8.0,0.0
1155,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,768.0,269.0,499.0,0.0,1.0,0.0,10.0
1157,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,665.99,279.99,0.0,0.0,0.0,0.0,0.0
1159,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,665.99,279.99,0.0,1.0,0.0,8.0,0.0
1162,2022,3,1.0,6.123233995736766e-17,3.0,1.0,665.99,279.99,0.0,0.0,0.0,0.0,0.0
1164,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,837.9399999999999,837.9399999999999,0.0,3.0,0.0,34.0,0.0
1165,2022,3,1.0,6.123233995736766e-17,5.0,0.0,837.9399999999999,837.9399999999999,0.0,0.0,0.0,0.0,0.0
1166,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,837.9399999999999,837.9399999999999,0.0,0.0,0.0,0.0,0.0
1170,2022,3,1.0,6.123233995736766e-17,7.0,1.0,1787.99,955.99,0.0,0.0,0.0,0.0,0.0
1171,2022,1,0.49999999999999994,0.8660254037844387,7.0,1.0,1787.99,955.99,0.0,2.0,0.0,20.0,0.0
1172,2022,2,0.8660254037844386,0.5000000000000001,7.0,1.0,1787.99,955.99,0.0,0.0,0.0,0.0,9.0
1180,2022,3,1.0,6.123233995736766e-17,7.0,1.0,1424.52,34.9,58.99,0.0,0.0,0.0,0.0
1181,2022,2,0.8660254037844386,0.5000000000000001,7.0,1.0,1424.52,34.9,58.99,0.0,1.0,0.0,9.0
1185,2022,1,0.49999999999999994,0.8660254037844387,7.0,1.0,1424.52,34.9,58.99,1.0,0.0,6.0,0.0
1193,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
1203,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,1136.0,0.0,197.0,0.0,0.0,0.0,0.0
1204,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,1136.0,0.0,197.0,0.0,1.0,0.0,6.0
1208,2022,3,1.0,6.123233995736766e-17,2.0,0.0,1136.0,0.0,197.0,0.0,0.0,0.0,0.0
1209,2022,1,0.49999999999999994,0.8660254037844387,4.0,0.0,286.99,0.0,209.99,0.0,0.0,7.0,0.0
1211,2022,2,0.8660254037844386,0.5000000000000001,4.0,0.0,286.99,0.0,209.99,0.0,2.0,0.0,15.0
1214,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,796.0,719.0,0.0,1.0,0.0,10.0,0.0
1215,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,796.0,719.0,0.0,0.0,0.0,0.0,0.0
1222,2022,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1228,2022,3,1.0,6.123233995736766e-17,3.0,0.0,217.94,140.94,77.0,0.0,0.0,0.0,0.0
1230,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,217.94,140.94,77.0,0.0,1.0,0.0,12.0
1231,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,217.94,140.94,77.0,2.0,0.0,15.0,0.0
1237,2022,3,1.0,6.123233995736766e-17,3.0,0.0,475.9,0.0,456.0,0.0,0.0,0.0,0.0
1238,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,475.9,0.0,456.0,0.0,0.0,0.0,0.0
1239,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,475.9,0.0,456.0,0.0,2.0,0.0,15.0
1247,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,592.96,548.97,0.0,1.0,0.0,4.0,0.0
1248,2022,3,1.0,6.123233995736766e-17,2.0,0.0,592.96,548.97,0.0,0.0,0.0,0.0,0.0
1249,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,592.96,548.97,0.0,0.0,0.0,0.0,4.0
1258,2022,2,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
1265,2022,3,1.0,6.123233995736766e-17,3.0,1.0,294.0,40.0,0.0,0.0,0.0,0.0,0.0
1267,2022,1,0.49999999999999994,0.8660254037844387,3.0,1.0,294.0,40.0,0.0,1.0,0.0,11.0,0.0
1271,2022,2,0.8660254037844386,0.5000000000000001,3.0,1.0,294.0,40.0,0.0,0.0,0.0,0.0,2.0
1276,2022,3,1.0,6.123233995736766e-17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
1279,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,706.08,68.09,489.0,0.0,2.0,0.0,23.0
1287,2022,3,1.0,6.123233995736766e-17,6.0,0.0,706.08,68.09,489.0,0.0,0.0,0.0,0.0
1288,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,706.08,68.09,489.0,1.0,0.0,19.0,0.0
1294,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,58.99,0.0,0.0,0.0,0.0,0.0,0.0
1296,2022,3,1.0,6.123233995736766e-17,1.0,0.0,58.99,0.0,0.0,0.0,0.0,0.0,0.0
1300,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,58.99,0.0,0.0,0.0,0.0,1.0,0.0
1314,2022,3,1.0,6.123233995736766e-17,2.0,0.0,1041.85,0.0,0.0,0.0,0.0,0.0,0.0
1315,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,1041.85,0.0,0.0,0.0,0.0,0.0,0.0
1320,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,1041.85,0.0,0.0,0.0,0.0,0.0,0.0
1323,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1324,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,629.74,0.0,629.74,0.0,1.0,0.0,3.0
1330,2022,3,1.0,6.123233995736766e-17,1.0,0.0,629.74,0.0,629.74,0.0,0.0,0.0,0.0
1331,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,629.74,0.0,629.74,0.0,0.0,2.0,0.0
1345,2022,3,1.0,6.123233995736766e-17,2.0,0.0,58.99,0.0,58.99,0.0,0.0,0.0,0.0
1346,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,58.99,0.0,58.99,0.0,0.0,0.0,0.0
1349,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,58.99,0.0,58.99,0.0,1.0,0.0,2.0
1354,2022,3,1.0,6.123233995736766e-17,1.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,2022,3,1.0,6.123233995736766e-17,1.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0
1363,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0
1364,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,34.9,0.0,0.0,0.0,0.0,10.0,0.0
1378,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1039.98,0.0,97.99,0.0,0.0,0.0,0.0
1379,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1039.98,0.0,97.99,0.0,1.0,0.0,10.0
1384,2022,3,1.0,6.123233995736766e-17,4.0,1.0,1436.99,68.99,429.0,0.0,0.0,0.0,0.0
1385,2022,2,0.8660254037844386,0.5000000000000001,4.0,1.0,1436.99,68.99,429.0,0.0,1.0,0.0,6.0
1389,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,773.0,0.0,773.0,0.0,1.0,0.0,2.0
1403,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,2491.13,773.0,1469.13,0.0,2.0,0.0,6.0
1404,2022,3,1.0,6.123233995736766e-17,5.0,0.0,2491.13,773.0,1469.13,0.0,0.0,0.0,0.0
1414,2022,1,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1418,2022,3,1.0,6.123233995736766e-17,2.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,77.0,0.0,0.0,0.0,0.0,2.0,0.0
1420,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,5.0
1427,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1399.74,629.74,675.0,1.0,0.0,5.0,0.0
1428,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1399.74,629.74,675.0,0.0,2.0,0.0,10.0
1430,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1399.74,629.74,675.0,0.0,0.0,0.0,0.0
1435,2022,3,1.0,6.123233995736766e-17,6.0,0.0,2437.83,1318.83,439.0,0.0,0.0,0.0,0.0
1436,2022,2,0.8660254037844386,0.5000000000000001,6.0,0.0,2437.83,1318.83,439.0,0.0,1.0,0.0,9.0
1437,2022,1,0.49999999999999994,0.8660254037844387,6.0,0.0,2437.83,1318.83,439.0,3.0,0.0,21.0,0.0
1448,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1465,2022,3,1.0,6.123233995736766e-17,3.0,0.0,851.52,162.52,689.0,0.0,0.0,0.0,0.0
1467,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,851.52,162.52,689.0,0.0,1.0,0.0,27.0
1473,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,851.52,162.52,689.0,1.0,0.0,4.0,0.0
1474,2022,3,1.0,6.123233995736766e-17,3.0,0.0,358.79,299.8,58.99,0.0,0.0,0.0,0.0
1476,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,358.79,299.8,58.99,0.0,1.0,0.0,14.0
1481,2022,1,0.49999999999999994,0.8660254037844387,3.0,0.0,358.79,299.8,58.99,1.0,0.0,13.0,0.0
1483,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,77.0,77.0,0.0,1.0,0.0,2.0,0.0
1484,2022,3,1.0,6.123233995736766e-17,1.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0
1491,2022,2,0.8660254037844386,0.5000000000000001,1.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,2.0
1492,2022,3,1.0,6.123233995736766e-17,2.0,0.0,517.99,278.99,0.0,0.0,0.0,0.0,0.0
1494,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,517.99,278.99,0.0,0.0,0.0,0.0,6.0
1497,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,517.99,278.99,0.0,1.0,0.0,14.0,0.0
1504,2022,1,0.49999999999999994,0.8660254037844387,7.0,0.0,476.89,0.0,372.89,0.0,0.0,0.0,0.0
1506,2022,3,1.0,6.123233995736766e-17,7.0,0.0,476.89,0.0,372.89,0.0,0.0,0.0,0.0
1512,2022,2,0.8660254037844386,0.5000000000000001,7.0,0.0,476.89,0.0,372.89,0.0,3.0,0.0,26.0
1519,2022,1,0.49999999999999994,0.8660254037844387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1527,2022,2,0.8660254037844386,0.5000000000000001,5.0,0.0,1462.29,234.89000000000001,1187.4,0.0,2.0,0.0,15.0
1528,2022,3,1.0,6.123233995736766e-17,5.0,0.0,1462.29,234.89000000000001,1187.4,0.0,0.0,0.0,0.0
1529,2022,1,0.49999999999999994,0.8660254037844387,5.0,0.0,1462.29,234.89000000000001,1187.4,2.0,0.0,10.0,0.0
1548,2022,2,0.8660254037844386,0.5000000000000001,6.0,1.0,1168.71,279.99,222.99,0.0,2.0,0.0,13.0
1549,2022,3,1.0,6.123233995736766e-17,6.0,1.0,1168.71,279.99,222.99,0.0,0.0,0.0,0.0
1552,2022,1,0.49999999999999994,0.8660254037844387,6.0,1.0,1168.71,279.99,222.99,1.0,0.0,9.0,0.0
1560,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,792.26,0.0,162.52,0.0,0.0,6.0,0.0
1561,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,792.26,0.0,162.52,0.0,1.0,0.0,4.0
1562,2022,3,1.0,6.123233995736766e-17,2.0,0.0,792.26,0.0,162.52,0.0,0.0,0.0,0.0
1582,2022,2,0.8660254037844386,0.5000000000000001,2.0,0.0,192.47,148.48,43.99,0.0,1.0,0.0,5.0
1586,2022,1,0.49999999999999994,0.8660254037844387,2.0,0.0,192.47,148.48,43.99,1.0,0.0,11.0,0.0
1588,2022,3,1.0,6.123233995736766e-17,2.0,0.0,192.47,148.48,43.99,0.0,0.0,0.0,0.0
1592,2022,2,0.8660254037844386,0.5000000000000001,3.0,0.0,727.36,0.0,348.0,0.0,2.0,0.0,11.0
1594,2022,3,1.0,6.123233995736766e-17,3.0,0.0,727.36,0.0,348.0,0.0,0.0,0.0,0.0
